0, 0, 0, 1, 0, 0, 0, -0, -0.314159, -0
0.005, -0.0005, 0, 0.999877, 0, 0, 0, -0, -0.314159, -0
0.01, -0.001, 0, 0.999509, 0, 0, 0, -0, -0.314159, -0
0.015, -0.0015, 0, 0.998896, 0, 0, 0, -0, -0.314159, -0
0.02, -0.002, 0, 0.998038, 0, 0, 0, -0, -0.314159, -0
0.025, -0.0025, 0, 0.996934, 0, 0, 0, -0, -0.314159, -0
0.03, -0.003, 0, 0.995585, 0, 0, 0, -0, -0.314159, -0
0.035, -0.0035, 0, 0.993991, 0, 0, 0, -0, -0.314159, -0
0.04, -0.004, 0, 0.992152, 0, 0, 0, -0, -0.314159, -0
0.045, -0.0045, 0, 0.990067, 0, 0, 0, -0, -0.314159, -0
0.05, -0.005, 0, 0.987737, 0, 0, 0, -0, -0.314159, -0
0.055, -0.0055, 0, 0.985162, 0, 0, 0, -0, -0.314159, -0
0.06, -0.006, 0, 0.982342, 0, 0, 0, -0, -0.314159, -0
0.065, -0.0065, 0, 0.979276, 0, 0, 0, -0, -0.314159, -0
0.07, -0.007, 0, 0.975965, 0, 0, 0, -0, -0.314159, -0
0.075, -0.0075, 0, 0.972409, 0, 0, 0, -0, -0.314159, -0
0.08, -0.008, 0, 0.968608, 0, 0, 0, -0, -0.314159, -0
0.085, -0.0085, 0, 0.964561, 0, 0, 0, -0, -0.314159, -0
0.09, -0.009, 0, 0.960269, 0, 0, 0, -0, -0.314159, -0
0.095, -0.0095, 0, 0.955732, 0, 0, 0, -0, -0.314159, -0
0.1, -0.01, 0, 0.95095, 0, 0, 0, -0, -0.314159, -0
0.105, -0.0105, 0, 0.945922, 0, 0, 0, -0, -0.314159, -0
0.11, -0.011, 0, 0.940649, 0, 0, 0, -0, -0.314159, -0
0.115, -0.0115, 0, 0.935131, 0, 0, 0, -0, -0.314159, -0
0.12, -0.012, 0, 0.929368, 0, 0, 0, -0, -0.314159, -0
0.125, -0.0125, 0, 0.923359, 0, 0, 0, -0, -0.314159, -0
0.13, -0.013, 0, 0.917105, 0, 0, 0, -0, -0.314159, -0
0.135, -0.0135, 0, 0.910606, 0, 0, 0, -0, -0.314159, -0
0.14, -0.014, 0, 0.903862, 0, 0, 0, -0, -0.314159, -0
0.145, -0.0145, 0, 0.896872, 0, 0, 0, -0, -0.314159, -0
0.15, -0.015, 0, 0.889637, 0, 0, 0, -0, -0.314159, -0
0.155, -0.0155, 0, 0.882157, 0, 0, 0, -0, -0.314159, -0
0.16, -0.016, 0, 0.874432, 0, 0, 0, -0, -0.314159, -0
0.165, -0.0165, 0, 0.866461, 0, 0, 0, -0, -0.314159, -0
0.17, -0.017, 0, 0.858245, 0, 0, 0, -0, -0.314159, -0
0.175, -0.0175, 0, 0.849784, 0, 0, 0, -0, -0.314159, -0
